employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,Key
88.9,83.3,3277.0,3050.0,3320.0,3080.0,2800.0,3553.0,2571
84.6,82.7,3715.0,3700.0,3911.0,3770.0,3300.0,4070.0,2572
89.2,83.9,3266.0,3000.0,3322.0,3005.0,3000.0,3800.0,2573
100.0,100.0,4106.0,4000.0,4106.0,4000.0,4000.0,4400.0,2574
,,,,,,,,2575
82.1,53.6,3007.0,2650.0,3023.0,2650.0,2400.0,3000.0,2576
96.8,96.8,2961.0,2980.0,3025.0,3000.0,2800.0,3200.0,2577
89.2,89.2,2839.0,2800.0,2988.0,2900.0,2600.0,3179.0,2578
74.0,60.0,2823.0,3000.0,3068.0,3000.0,2720.0,3250.0,2579
93.2,90.0,3245.0,3000.0,3359.0,3175.0,3000.0,3644.0,2580
96.1,94.1,3140.0,3000.0,3154.0,3050.0,3000.0,3300.0,2581
88.9,85.6,3592.0,3200.0,3653.0,3200.0,3000.0,3970.0,2582
88.5,88.0,3286.0,3100.0,3334.0,3200.0,3000.0,3600.0,2583
86.2,75.9,2940.0,3000.0,2960.0,3000.0,2800.0,3150.0,2584
93.8,87.5,3153.0,3100.0,3208.0,3110.0,3000.0,3500.0,2585
93.9,92.4,3330.0,3200.0,3397.0,3200.0,3000.0,3800.0,2586
90.9,87.9,3036.0,3000.0,3169.0,3000.0,3000.0,3260.0,2587
89.1,87.2,3155.0,3000.0,3319.0,3225.0,3000.0,3500.0,2588
98.8,98.2,4922.0,4800.0,5099.0,5000.0,4500.0,5800.0,2589
100.0,100.0,4406.0,4500.0,4741.0,4500.0,4500.0,5200.0,2590
97.5,97.5,2687.0,2750.0,2886.0,2950.0,2700.0,3050.0,2591
100.0,100.0,2896.0,3000.0,3042.0,3025.0,3000.0,3200.0,2592
,,,,,,,,2593
,,,,,,,,2594
97.3,97.3,2850.0,2750.0,2925.0,2900.0,2600.0,3255.0,2595
80.9,65.1,2726.0,2700.0,2804.0,2800.0,2600.0,3000.0,2596
83.6,74.0,3101.0,3000.0,3217.0,3100.0,2868.0,3500.0,2597
,,,,,,,,2598
96.4,96.4,3473.0,3500.0,3540.0,3500.0,3350.0,3750.0,2599
94.2,93.2,3231.0,2800.0,3342.0,2825.0,2700.0,3430.0,2600
95.2,95.2,3580.0,2900.0,3634.0,3000.0,2700.0,3750.0,2601
93.2,87.3,3344.0,3000.0,3520.0,3200.0,2800.0,3750.0,2602
95.9,93.8,3825.0,3500.0,3975.0,3580.0,3000.0,4100.0,2603
90.6,88.6,3389.0,3200.0,3513.0,3339.0,3000.0,3800.0,2604
94.0,94.0,3731.0,3500.0,3820.0,3600.0,3250.0,4000.0,2605
93.6,89.5,3389.0,3300.0,3468.0,3300.0,3000.0,3800.0,2606
100.0,90.9,3786.0,3725.0,3862.0,3800.0,3500.0,4000.0,2607
86.5,79.8,3122.0,3000.0,3150.0,3000.0,2600.0,3320.0,2608
87.5,83.3,3251.0,3200.0,3267.0,3200.0,2800.0,3781.0,2609
100.0,100.0,5023.0,4800.0,5246.0,5000.0,4500.0,6000.0,2610
100.0,100.0,5329.0,5000.0,5617.0,5547.0,4750.0,6400.0,2611
98.2,95.6,3539.0,3300.0,3597.0,3300.0,2900.0,4000.0,2612
96.6,96.1,2981.0,2800.0,3003.0,2840.0,2700.0,3000.0,2613
89.6,80.2,3231.0,3000.0,3318.0,3100.0,2800.0,3600.0,2614
92.9,89.3,3398.0,3400.0,3431.0,3450.0,3232.0,4000.0,2615
79.8,69.7,2998.0,3000.0,3188.0,3000.0,2825.0,3400.0,2616
83.8,76.1,3296.0,3250.0,3415.0,3400.0,3200.0,3575.0,2617
91.4,88.8,3423.0,3300.0,3512.0,3400.0,3200.0,3800.0,2618
93.8,92.9,3122.0,3000.0,3152.0,3100.0,3000.0,3300.0,2619
94.5,93.7,3269.0,3200.0,3304.0,3200.0,3000.0,3700.0,2620
90.7,88.4,3241.0,3175.0,3336.0,3200.0,3000.0,3500.0,2621
88.9,82.2,3121.0,3000.0,3111.0,3000.0,3000.0,3500.0,2622
85.7,73.2,3185.0,3000.0,3318.0,3200.0,3000.0,3600.0,2623
82.5,77.7,3145.0,3000.0,3261.0,3150.0,3000.0,3410.0,2624
90.2,87.8,3161.0,3000.0,3289.0,3100.0,3000.0,3500.0,2625
92.5,92.5,3163.0,3050.0,3206.0,3050.0,3000.0,3500.0,2626
80.0,68.0,2761.0,2600.0,2791.0,2700.0,2300.0,3000.0,2627
86.8,75.8,2927.0,3000.0,3006.0,3000.0,2700.0,3300.0,2628
86.7,77.9,2891.0,2800.0,2976.0,3000.0,2600.0,3294.0,2629
88.7,78.4,3183.0,3075.0,3222.0,3200.0,3000.0,3500.0,2630
87.0,63.0,3137.0,3000.0,3432.0,3100.0,2800.0,3990.0,2631
85.7,66.7,3066.0,3000.0,3148.0,3230.0,2800.0,3500.0,2632
66.7,54.9,3197.0,3100.0,3228.0,3100.0,2800.0,3500.0,2633
73.2,67.9,3002.0,3000.0,3143.0,3100.0,2800.0,3260.0,2634
,,,,,,,,2635
100.0,100.0,2974.0,2900.0,3018.0,2900.0,2786.0,3400.0,2636
75.1,60.8,3083.0,3000.0,3174.0,3000.0,2800.0,3400.0,2637
80.5,68.3,3006.0,3000.0,3321.0,3100.0,2800.0,3400.0,2638
88.4,87.0,3155.0,3200.0,3142.0,3200.0,2800.0,3500.0,2639
91.3,79.7,3022.0,3000.0,3078.0,3200.0,2800.0,3300.0,2640
73.7,63.2,3034.0,3000.0,3241.0,3100.0,2800.0,3560.0,2641
87.9,69.7,3076.0,2800.0,3229.0,3000.0,2700.0,3590.0,2642
100.0,100.0,3358.0,3400.0,3475.0,3475.0,3400.0,3750.0,2643
100.0,100.0,3388.0,3400.0,3536.0,3475.0,3400.0,3700.0,2644
81.9,65.3,2719.0,2750.0,2883.0,2800.0,2500.0,3010.0,2645
83.1,76.6,3141.0,3210.0,3277.0,3300.0,3000.0,3600.0,2646
88.7,80.1,3192.0,3200.0,3304.0,3250.0,3000.0,3600.0,2647
87.9,83.6,3234.0,3000.0,3367.0,3000.0,2800.0,3300.0,2648
94.4,90.6,3979.0,3500.0,4090.0,3520.0,3200.0,4300.0,2649
93.9,89.8,2836.0,2800.0,2989.0,2838.0,2700.0,3000.0,2650
100.0,96.3,3350.0,2850.0,3407.0,2912.0,2800.0,3614.0,2651
82.1,82.1,3107.0,3000.0,3129.0,3088.0,2900.0,3300.0,2652
,,,,,,,,2653
,,,,,,,,2654
90.6,85.9,3729.0,3500.0,3712.0,3500.0,3300.0,4000.0,2655
85.7,85.7,3183.0,3000.0,3386.0,3200.0,3000.0,3500.0,2656
95.5,92.0,3684.0,3352.0,3789.0,3500.0,3100.0,4039.0,2657
100.0,100.0,4054.0,4000.0,4054.0,4000.0,4000.0,4020.0,2658
98.4,95.2,4290.0,4200.0,4400.0,4275.0,4000.0,4750.0,2659
77.3,59.1,2600.0,2550.0,2603.0,2565.0,2200.0,3000.0,2660
95.3,94.1,3089.0,3000.0,3181.0,3000.0,2900.0,3360.0,2661
93.1,89.2,2931.0,2950.0,3108.0,3000.0,2750.0,3300.0,2662
87.5,77.1,2966.0,3000.0,3058.0,3000.0,2700.0,3300.0,2663
83.9,76.4,3277.0,3200.0,3434.0,3300.0,3000.0,3650.0,2664
97.1,97.1,3212.0,3200.0,3281.0,3208.0,3000.0,3500.0,2665
95.2,92.4,3674.0,3500.0,3762.0,3500.0,3200.0,4080.0,2666
90.6,88.1,3306.0,3200.0,3571.0,3300.0,3000.0,3800.0,2667
81.3,62.5,3375.0,3300.0,3465.0,3400.0,3275.0,3790.0,2668
95.2,92.9,3250.0,3200.0,3215.0,3230.0,3000.0,3422.0,2669
96.5,96.5,3591.0,3350.0,3719.0,3600.0,3200.0,4000.0,2670
78.6,73.8,3054.0,3100.0,3350.0,3300.0,3000.0,3600.0,2671
90.0,88.5,3160.0,3100.0,3323.0,3200.0,3000.0,3500.0,2672
98.2,97.6,5027.0,5000.0,5247.0,5150.0,4800.0,5800.0,2673
100.0,100.0,4404.0,4500.0,4886.0,5000.0,4500.0,5200.0,2674
100.0,95.6,2976.0,3000.0,3188.0,3200.0,3050.0,3386.0,2675
100.0,100.0,3123.0,3270.0,3353.0,3500.0,3270.0,3600.0,2676
,,,,,,,,2677
,,,,,,,,2678
95.5,81.8,2760.0,2750.0,2831.0,2800.0,2600.0,3000.0,2679
76.8,61.4,2804.0,2800.0,2973.0,3000.0,2700.0,3200.0,2680
86.6,75.8,3224.0,3200.0,3328.0,3210.0,2950.0,3600.0,2681
,,,,,,,,2682
98.9,96.7,3467.0,3500.0,3670.0,3630.0,3470.0,4000.0,2683
93.6,91.4,3375.0,2850.0,3420.0,2875.0,2722.0,3614.0,2684
97.4,96.1,3871.0,3450.0,3903.0,3500.0,2875.0,4300.0,2685
90.9,86.4,3630.0,3250.0,3752.0,3333.0,3000.0,4000.0,2686
94.5,94.0,4019.0,3500.0,4116.0,3600.0,3200.0,4500.0,2687
90.2,83.9,3525.0,3500.0,3645.0,3500.0,3175.0,4000.0,2688
90.6,89.1,3815.0,3800.0,3824.0,3800.0,3300.0,4350.0,2689
92.9,80.6,3431.0,3225.0,3530.0,3350.0,3000.0,4000.0,2690
97.4,84.2,4057.0,4000.0,4151.0,4050.0,3500.0,4540.0,2691
90.9,84.1,2981.0,3000.0,3166.0,3000.0,2800.0,3580.0,2692
87.5,81.3,3331.0,3215.0,3545.0,3590.0,3000.0,3955.0,2693
97.8,95.6,4932.0,4800.0,5332.0,5025.0,4600.0,5950.0,2694
97.7,97.7,5089.0,4900.0,5571.0,5800.0,4800.0,6000.0,2695
100.0,86.7,2490.0,2700.0,2490.0,2700.0,2575.0,2800.0,2696
90.6,84.4,2586.0,2600.0,2603.0,2600.0,2300.0,2885.0,2697
100.0,100.0,2932.0,2875.0,2955.0,2975.0,2800.0,3075.0,2698
100.0,100.0,2859.0,3000.0,2910.0,3000.0,2700.0,3300.0,2699
89.1,78.3,2547.0,2500.0,2595.0,2500.0,2400.0,2800.0,2700
93.9,90.9,2553.0,2500.0,2583.0,2500.0,2373.0,2800.0,2701
90.1,84.5,3041.0,3000.0,3325.0,3300.0,3000.0,3650.0,2702
92.6,88.9,3208.0,3100.0,3334.0,3260.0,3003.0,3594.0,2703
97.1,85.7,3196.0,3000.0,3273.0,3100.0,3000.0,3338.0,2704
100.0,94.1,3293.0,3355.0,3467.0,3500.0,3233.0,3675.0,2705
91.3,91.3,3311.0,3200.0,3467.0,3300.0,3075.0,3625.0,2706
75.0,61.4,2806.0,2750.0,2854.0,2800.0,2500.0,3170.0,2707
86.7,86.7,2954.0,2900.0,3285.0,3200.0,2950.0,3755.0,2708
85.7,82.1,3072.0,2900.0,3141.0,3000.0,2800.0,3480.0,2709
89.3,89.3,2430.0,2400.0,2503.0,2500.0,2200.0,2600.0,2710
100.0,100.0,3127.0,3100.0,3151.0,3100.0,3000.0,3338.0,2711
100.0,100.0,3204.0,3200.0,3229.0,3200.0,3000.0,3500.0,2712
88.0,88.0,3396.0,3000.0,3415.0,3000.0,2849.0,4194.0,2713
85.7,75.0,3217.0,3100.0,3333.0,3150.0,2900.0,3500.0,2714
92.3,92.3,3229.0,3000.0,3424.0,3250.0,2950.0,3556.0,2715
93.0,87.3,3067.0,3050.0,3209.0,3100.0,2964.0,3443.0,2716
97.2,94.4,3230.0,3260.0,3464.0,3511.0,3115.0,3860.0,2717
88.8,78.0,2445.0,2500.0,2634.0,2500.0,2300.0,2900.0,2718
97.1,97.1,2509.0,2600.0,2553.0,2600.0,2475.0,2613.0,2719
98.6,97.3,4225.0,3500.0,4438.0,3770.0,3000.0,4850.0,2720
97.3,96.5,3182.0,2850.0,3240.0,2875.0,2850.0,3125.0,2721
92.2,87.6,3343.0,3100.0,3502.0,3200.0,2900.0,3700.0,2722
100.0,100.0,4036.0,4184.0,4395.0,4583.0,3800.0,4876.0,2723
86.0,86.0,3699.0,3650.0,3724.0,3700.0,3450.0,4000.0,2724
,,,,,,,,2725
92.6,76.5,3079.0,3000.0,3197.0,3113.0,2900.0,3450.0,2726
,,,,,,,,2727
86.8,80.9,3156.0,3100.0,3373.0,3300.0,3000.0,3600.0,2728
,,,,,,,,2729
85.1,83.0,3489.0,3350.0,3577.0,3500.0,3200.0,4000.0,2730
95.3,93.0,3125.0,3100.0,3206.0,3200.0,3000.0,3300.0,2731
92.4,91.4,3489.0,3300.0,3535.0,3300.0,3150.0,3800.0,2732
88.6,86.2,3345.0,3200.0,3446.0,3300.0,3000.0,3690.0,2733
89.7,82.1,3472.0,3200.0,3673.0,3300.0,3000.0,3835.0,2734
,,,,,,,,2735
87.3,80.0,3271.0,3200.0,3375.0,3275.0,3000.0,3500.0,2736
,,,,,,,,2737
82.9,76.8,3213.0,3100.0,3397.0,3200.0,3000.0,3600.0,2738
88.0,80.7,3248.0,3200.0,3388.0,3250.0,3000.0,3600.0,2739
,,,,,,,,2740
95.0,95.0,3249.0,3200.0,3271.0,3200.0,3000.0,3300.0,2741
79.3,56.9,3284.0,2800.0,3457.0,2800.0,2200.0,3000.0,2742
81.8,76.6,2978.0,3000.0,3045.0,3200.0,2800.0,3500.0,2743
85.1,74.4,2921.0,2900.0,3008.0,3000.0,2600.0,3330.0,2744
87.4,75.9,3322.0,3200.0,3496.0,3300.0,3000.0,3800.0,2745
88.0,74.0,3238.0,3000.0,3322.0,3314.0,2604.0,3743.0,2746
88.4,55.8,3475.0,3000.0,3753.0,3000.0,2800.0,3600.0,2747
73.3,52.0,3099.0,3121.0,3264.0,3200.0,2800.0,3562.0,2748
85.7,79.4,3260.0,3000.0,3402.0,3125.0,2700.0,3600.0,2749
100.0,100.0,2832.0,2800.0,2882.0,2800.0,2500.0,3105.0,2750
74.6,65.3,3117.0,3000.0,3229.0,3190.0,2875.0,3600.0,2751
83.9,72.3,2960.0,2900.0,3139.0,3000.0,2800.0,3500.0,2752
95.3,84.4,3291.0,3000.0,3440.0,3205.0,2925.0,3500.0,2753
81.8,72.7,3254.0,3125.0,3402.0,3240.0,2950.0,3500.0,2754
82.1,69.6,3098.0,3000.0,3186.0,3200.0,2900.0,3400.0,2755
90.7,72.1,3232.0,3000.0,3307.0,3295.0,2900.0,3600.0,2756
100.0,100.0,3496.0,3500.0,3604.0,3504.0,3500.0,3855.0,2757
100.0,100.0,3551.0,3500.0,3622.0,3500.0,3500.0,3605.0,2758
88.4,74.6,2839.0,2880.0,2999.0,3000.0,2700.0,3215.0,2759
83.0,70.5,3266.0,3310.0,3310.0,3310.0,3000.0,3625.0,2760
88.6,79.8,3317.0,3300.0,3442.0,3310.0,3000.0,3686.0,2761
88.2,80.3,3164.0,3000.0,3341.0,3000.0,2800.0,3700.0,2762
96.0,93.1,4173.0,3750.0,4326.0,3800.0,3300.0,4600.0,2763
97.6,97.6,2817.0,2850.0,2983.0,2850.0,2700.0,2960.0,2764
98.6,98.6,3547.0,3000.0,3587.0,3000.0,2850.0,3634.0,2765
92.6,85.2,3230.0,3500.0,3291.0,3500.0,2800.0,3800.0,2766
,,,,,,,,2767
,,,,,,,,2768
97.0,95.0,3847.0,3700.0,3890.0,3700.0,3300.0,4400.0,2769
90.3,87.1,3255.0,3300.0,3301.0,3300.0,3000.0,3500.0,2770
97.2,97.2,3597.0,3500.0,3699.0,3550.0,3200.0,4100.0,2771
100.0,100.0,4053.0,4000.0,4083.0,4000.0,4000.0,4400.0,2772
97.6,96.4,4054.0,4114.0,4099.0,4127.0,3700.0,4500.0,2773
72.0,60.0,2907.0,3000.0,2908.0,3000.0,2700.0,3200.0,2774
94.3,90.8,2989.0,3000.0,3067.0,3000.0,2800.0,3215.0,2775
93.9,89.6,3146.0,3000.0,3325.0,3100.0,2810.0,3500.0,2776
86.2,75.9,3256.0,3200.0,3357.0,3300.0,3000.0,3500.0,2777
86.0,82.9,3400.0,3300.0,3529.0,3500.0,3000.0,4000.0,2778
96.5,95.3,3300.0,3300.0,3366.0,3350.0,3200.0,3500.0,2779
91.8,90.6,4119.0,4000.0,4252.0,4000.0,3325.0,4583.0,2780
92.1,90.4,3452.0,3200.0,3589.0,3300.0,3000.0,3700.0,2781
82.6,73.9,3768.0,3735.0,3812.0,3800.0,3500.0,4420.0,2782
88.1,85.7,3318.0,3430.0,3337.0,3450.0,3000.0,3670.0,2783
96.1,94.7,3624.0,3475.0,3724.0,3500.0,3300.0,4030.0,2784
100.0,95.0,3121.0,3200.0,3391.0,3350.0,3050.0,3790.0,2785
83.3,80.0,3279.0,3200.0,3422.0,3300.0,3000.0,3600.0,2786
96.9,96.9,4866.0,4600.0,4910.0,4700.0,4200.0,5800.0,2787
100.0,100.0,4352.0,4500.0,4729.0,4900.0,4500.0,5000.0,2788
97.3,97.3,3175.0,3200.0,3356.0,3400.0,3200.0,3445.0,2789
100.0,100.0,3219.0,3200.0,3466.0,3435.0,3300.0,3700.0,2790
82.4,41.2,3244.0,3200.0,3344.0,3300.0,3000.0,3600.0,2791
,,,,,,,,2792
85.2,77.8,3203.0,3000.0,3355.0,3100.0,3000.0,4000.0,2793
84.3,64.2,2859.0,2900.0,3052.0,3000.0,2620.0,3200.0,2794
83.9,76.2,3245.0,3200.0,3321.0,3300.0,3000.0,3600.0,2795
,,,,,,,,2796
99.0,97.9,3431.0,3500.0,3717.0,3500.0,3400.0,3929.0,2797
71.9,59.4,3400.0,3462.0,3433.0,3500.0,3238.0,3550.0,2798
97.3,93.0,3287.0,2900.0,3427.0,3000.0,2850.0,3500.0,2799
97.7,97.7,3597.0,3100.0,3701.0,3200.0,2850.0,4110.0,2800
93.9,88.2,3513.0,3200.0,3611.0,3300.0,3000.0,4000.0,2801
98.3,93.3,4050.0,3800.0,4130.0,3868.0,3200.0,4600.0,2802
90.3,85.8,3798.0,3500.0,3946.0,3500.0,3200.0,4100.0,2803
98.2,92.7,4249.0,3800.0,4380.0,3850.0,3500.0,4700.0,2804
94.8,85.9,3491.0,3500.0,3660.0,3500.0,3200.0,4110.0,2805
97.4,92.1,3577.0,3800.0,3834.0,3800.0,3500.0,4166.0,2806
89.0,83.0,3306.0,3100.0,3550.0,3200.0,2980.0,3600.0,2807
93.1,89.7,3887.0,3500.0,4012.0,3560.0,3300.0,4583.0,2808
99.0,99.0,4889.0,4600.0,4997.0,4731.0,4350.0,5800.0,2809
100.0,100.0,5160.0,4766.0,5313.0,5000.0,4500.0,5995.0,2810
92.5,88.1,3595.0,3618.0,3565.0,3600.0,3400.0,3800.0,2811
80.3,71.8,3699.0,3450.0,3763.0,3500.0,3190.0,4100.0,2812
86.0,83.7,3872.0,3700.0,3952.0,3950.0,3338.0,4450.0,2813
,,,,,,,,2814
,,,,,,,,2815
88.5,65.4,2643.0,2700.0,2682.0,2700.0,2500.0,2800.0,2816
,,,,,,,,2817
95.2,90.5,3332.0,3200.0,3346.0,3233.0,3000.0,3500.0,2818
76.1,54.3,2896.0,2750.0,2922.0,2750.0,2523.0,2975.0,2819
87.5,71.9,2520.0,2600.0,2893.0,2700.0,2500.0,3025.0,2820
85.5,72.6,3097.0,3000.0,3405.0,3250.0,2900.0,3750.0,2821
83.0,77.4,3334.0,3100.0,3452.0,3300.0,3000.0,3550.0,2822
91.7,91.7,3180.0,3025.0,3354.0,3225.0,3050.0,3500.0,2823
90.5,83.3,3069.0,3050.0,3266.0,3200.0,3000.0,3500.0,2824
100.0,100.0,3211.0,3050.0,3266.0,3141.0,2900.0,3500.0,2825
100.0,94.7,3166.0,3125.0,3469.0,3350.0,3238.0,3575.0,2826
89.2,81.1,2683.0,2700.0,2876.0,2700.0,2475.0,3050.0,2827
87.5,79.2,2759.0,2800.0,2970.0,2950.0,2800.0,3200.0,2828
100.0,90.0,3044.0,3100.0,3339.0,3250.0,3000.0,3488.0,2829
92.6,81.5,2482.0,2300.0,2586.0,2400.0,2000.0,2800.0,2830
100.0,100.0,3322.0,3300.0,3486.0,3488.0,3313.0,3650.0,2831
100.0,100.0,3126.0,3120.0,3149.0,3125.0,3000.0,3225.0,2832
100.0,98.3,3234.0,3200.0,3310.0,3222.0,3200.0,3500.0,2833
,,,,,,,,2834
81.6,73.7,2766.0,3000.0,2840.0,3000.0,2614.0,3293.0,2835
83.3,70.8,3128.0,3000.0,3185.0,3000.0,2882.0,3300.0,2836
72.2,61.1,3160.0,3000.0,3685.0,3250.0,2960.0,4200.0,2837
96.4,94.5,3202.0,3000.0,3404.0,3100.0,2975.0,3875.0,2838
95.6,86.7,3247.0,3250.0,3391.0,3300.0,3152.0,3400.0,2839
98.3,96.7,3304.0,3400.0,3624.0,3615.0,3400.0,3838.0,2840
89.9,82.6,2515.0,2500.0,2607.0,2548.0,2338.0,2850.0,2841
100.0,96.4,2772.0,2700.0,2807.0,2700.0,2608.0,3000.0,2842
97.3,95.1,3027.0,2900.0,3063.0,2900.0,2900.0,3100.0,2843
97.4,96.6,3836.0,3500.0,3893.0,3500.0,3100.0,4250.0,2844
89.6,77.1,3348.0,3200.0,3444.0,3300.0,3000.0,3800.0,2845
94.4,94.4,4232.0,4000.0,4407.0,4600.0,3800.0,5000.0,2846
82.4,77.9,3761.0,3625.0,3840.0,3675.0,3350.0,4435.0,2847
,,,,,,,,2848
77.8,63.9,3151.0,3200.0,3317.0,3237.0,3000.0,3510.0,2849
,,,,,,,,2850
80.6,72.6,3336.0,3225.0,3476.0,3400.0,3200.0,3800.0,2851
92.4,91.6,3407.0,3250.0,3505.0,3300.0,3200.0,3800.0,2852
83.3,75.9,3792.0,3500.0,3833.0,3500.0,3300.0,4420.0,2853
94.6,91.4,3784.0,3500.0,3848.0,3500.0,3300.0,4333.0,2854
89.1,83.6,3443.0,3300.0,3517.0,3400.0,3190.0,3800.0,2855
80.6,74.2,3156.0,3100.0,3216.0,3100.0,2800.0,3400.0,2856
94.6,87.5,3496.0,3350.0,3570.0,3350.0,3000.0,4000.0,2857
94.2,88.5,3305.0,3300.0,3328.0,3398.0,3083.0,3500.0,2858
81.3,73.5,3197.0,3200.0,3317.0,3300.0,3000.0,3500.0,2859
,,,,,,,,2860
86.0,79.9,3417.0,3300.0,3505.0,3350.0,3050.0,3959.0,2861
,,,,,,,,2862
79.7,46.6,2718.0,2700.0,2761.0,2700.0,2500.0,3000.0,2863
91.1,74.7,3239.0,3300.0,3345.0,3300.0,3050.0,3500.0,2864
87.7,69.6,2938.0,2900.0,2996.0,3000.0,2575.0,3365.0,2865
91.3,79.3,3385.0,3300.0,3440.0,3300.0,3000.0,3850.0,2866
75.0,54.2,2974.0,3000.0,2997.0,3000.0,2700.0,3400.0,2867
87.2,76.6,3027.0,3000.0,3082.0,3000.0,2700.0,3500.0,2868
81.8,61.8,3283.0,3315.0,3368.0,3365.0,2960.0,3500.0,2869
82.1,66.7,3083.0,3100.0,3136.0,3200.0,2800.0,3500.0,2870
,,,,,,,,2871
86.1,63.9,3279.0,3300.0,3480.0,3500.0,3000.0,3850.0,2872
94.4,88.9,2525.0,2400.0,2577.0,2500.0,2150.0,2800.0,2873
80.5,64.0,3132.0,3100.0,3222.0,3175.0,3000.0,3550.0,2874
80.6,64.2,3119.0,3000.0,3234.0,3149.0,2925.0,3500.0,2875
88.5,76.9,3453.0,3400.0,3535.0,3500.0,3200.0,3750.0,2876
89.4,72.7,3346.0,3150.0,3458.0,3300.0,3000.0,3750.0,2877
85.7,77.1,3578.0,3350.0,3683.0,3450.0,3100.0,4000.0,2878
83.1,66.1,3196.0,3100.0,3272.0,3200.0,2825.0,3500.0,2879
100.0,100.0,3337.0,3500.0,3525.0,3525.0,3400.0,3615.0,2880
100.0,100.0,3438.0,3500.0,3546.0,3525.0,3500.0,3850.0,2881
86.1,62.5,2971.0,3000.0,3063.0,3000.0,2600.0,3200.0,2882
90.7,74.1,3258.0,3300.0,3321.0,3500.0,3000.0,3600.0,2883
89.5,73.3,3341.0,3300.0,3423.0,3300.0,3000.0,3650.0,2884
100.0,100.0,4173.0,4050.0,4221.0,4050.0,4050.0,4450.0,2885
91.9,80.6,3314.0,3100.0,3366.0,3200.0,3000.0,3500.0,2886
85.3,80.3,3414.0,3250.0,3562.0,3450.0,3150.0,4000.0,2887
95.3,91.9,3402.0,3300.0,3509.0,3420.0,3200.0,3800.0,2888
89.1,85.9,3884.0,3700.0,3942.0,3900.0,3467.0,4500.0,2889
91.9,87.6,3669.0,3400.0,3765.0,3500.0,3200.0,4200.0,2890
85.2,74.1,3549.0,3400.0,3707.0,3740.0,3350.0,4026.0,2891
79.3,65.5,3432.0,3300.0,3470.0,3350.0,3000.0,3832.0,2892
80.3,78.9,3788.0,3450.0,3879.0,3500.0,3300.0,4250.0,2893
90.2,78.4,3381.0,3300.0,3501.0,3540.0,3200.0,3900.0,2894
86.6,81.0,3470.0,3300.0,3560.0,3400.0,3150.0,3800.0,2895
97.7,95.9,4844.0,4775.0,4898.0,4900.0,4200.0,5600.0,2896
,,,,,,,,2897
81.0,61.9,2905.0,2800.0,3058.0,3130.0,2800.0,3350.0,2898
84.3,59.4,2895.0,3000.0,2995.0,3000.0,2600.0,3225.0,2899
84.9,71.7,3331.0,3300.0,3386.0,3300.0,3000.0,3650.0,2900
,,,,,,,,2901
99.1,97.2,3500.0,3500.0,3597.0,3600.0,3300.0,3950.0,2902
93.6,80.7,3232.0,3000.0,3282.0,3000.0,2837.0,3500.0,2903
96.4,92.8,4126.0,3600.0,4207.0,3620.0,3258.0,4500.0,2904
88.6,86.4,2977.0,2900.0,3020.0,2963.0,2800.0,3100.0,2905
99.0,99.0,3435.0,3000.0,3465.0,3075.0,2900.0,3800.0,2906
,,,,,,,,2907
96.3,93.3,4320.0,4000.0,4385.0,4000.0,3500.0,5000.0,2908
,,,,,,,,2909
94.0,94.0,3875.0,3800.0,3969.0,4000.0,3365.0,4500.0,2910
93.2,89.8,3926.0,4000.0,3960.0,4000.0,3500.0,4250.0,2911
90.6,65.6,3282.0,3000.0,3320.0,3000.0,2900.0,4000.0,2912
87.8,84.7,3035.0,3000.0,3113.0,3000.0,2850.0,3276.0,2913
94.6,92.4,3247.0,3000.0,3368.0,3200.0,2950.0,3735.0,2914
99.4,99.4,4460.0,4500.0,4887.0,5000.0,4500.0,5200.0,2915
93.2,90.9,3166.0,3200.0,3363.0,3400.0,3200.0,3425.0,2916
95.1,95.1,3308.0,3300.0,3529.0,3500.0,3400.0,3600.0,2917
85.7,14.3,3250.0,3250.0,3250.0,3250.0,2999.0,3500.0,2918
83.8,67.6,3347.0,3250.0,3399.0,3300.0,3000.0,3500.0,2919
98.5,96.0,3390.0,3000.0,3455.0,3000.0,2900.0,3600.0,2920
100.0,100.0,3827.0,3500.0,3943.0,3600.0,3000.0,4583.0,2921
92.4,84.6,3727.0,3400.0,3831.0,3500.0,3000.0,4000.0,2922
96.1,92.1,4140.0,3550.0,4234.0,3660.0,3250.0,4583.0,2923
93.4,84.0,3801.0,3500.0,3906.0,3700.0,3200.0,4300.0,2924
97.0,92.5,4315.0,4000.0,4425.0,4107.0,3800.0,4750.0,2925
95.7,91.5,3837.0,3500.0,3897.0,3600.0,3200.0,4167.0,2926
97.5,95.0,4504.0,4167.0,4603.0,4167.0,3800.0,4750.0,2927
91.5,80.4,3199.0,3100.0,3311.0,3145.0,3000.0,3500.0,2928
94.9,87.2,3405.0,3300.0,3548.0,3400.0,3000.0,3668.0,2929
95.8,93.7,4810.0,4600.0,4915.0,4850.0,4200.0,5800.0,2930
96.7,96.7,4950.0,4950.0,5095.0,5300.0,4500.0,5800.0,2931
,,,,,,,,2932
73.3,53.3,3045.0,3000.0,3052.0,3000.0,2700.0,3016.0,2933
85.7,85.7,3312.0,3400.0,3329.0,3400.0,3100.0,3500.0,2934
