employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,Key
90.7,74.1,3258.0,3300.0,3321.0,3500.0,3000.0,3600.0,358
89.5,73.3,3341.0,3300.0,3423.0,3300.0,3000.0,3650.0,359
100.0,100.0,4173.0,4050.0,4221.0,4050.0,4050.0,4450.0,360
91.9,80.6,3314.0,3100.0,3366.0,3200.0,3000.0,3500.0,361
85.3,80.3,3414.0,3250.0,3562.0,3450.0,3150.0,4000.0,362
95.3,91.9,3402.0,3300.0,3509.0,3420.0,3200.0,3800.0,363
89.1,85.9,3884.0,3700.0,3942.0,3900.0,3467.0,4500.0,364
91.9,87.6,3669.0,3400.0,3765.0,3500.0,3200.0,4200.0,365
85.2,74.1,3549.0,3400.0,3707.0,3740.0,3350.0,4026.0,366
79.3,65.5,3432.0,3300.0,3470.0,3350.0,3000.0,3832.0,367
80.3,78.9,3788.0,3450.0,3879.0,3500.0,3300.0,4250.0,368
90.2,78.4,3381.0,3300.0,3501.0,3540.0,3200.0,3900.0,369
86.6,81.0,3470.0,3300.0,3560.0,3400.0,3150.0,3800.0,370
97.7,95.9,4844.0,4775.0,4898.0,4900.0,4200.0,5600.0,371
,,,,,,,,372
81.0,61.9,2905.0,2800.0,3058.0,3130.0,2800.0,3350.0,373
84.3,59.4,2895.0,3000.0,2995.0,3000.0,2600.0,3225.0,374
84.9,71.7,3331.0,3300.0,3386.0,3300.0,3000.0,3650.0,375
,,,,,,,,376
99.1,97.2,3500.0,3500.0,3597.0,3600.0,3300.0,3950.0,377
93.6,80.7,3232.0,3000.0,3282.0,3000.0,2837.0,3500.0,378
96.4,92.8,4126.0,3600.0,4207.0,3620.0,3258.0,4500.0,379
88.6,86.4,2977.0,2900.0,3020.0,2963.0,2800.0,3100.0,380
99.0,99.0,3435.0,3000.0,3465.0,3075.0,2900.0,3800.0,381
,,,,,,,,382
96.3,93.3,4320.0,4000.0,4385.0,4000.0,3500.0,5000.0,383
,,,,,,,,384
94.0,94.0,3875.0,3800.0,3969.0,4000.0,3365.0,4500.0,385
93.2,89.8,3926.0,4000.0,3960.0,4000.0,3500.0,4250.0,386
90.6,65.6,3282.0,3000.0,3320.0,3000.0,2900.0,4000.0,387
87.8,84.7,3035.0,3000.0,3113.0,3000.0,2850.0,3276.0,388
94.6,92.4,3247.0,3000.0,3368.0,3200.0,2950.0,3735.0,389
99.4,99.4,4460.0,4500.0,4887.0,5000.0,4500.0,5200.0,390
93.2,90.9,3166.0,3200.0,3363.0,3400.0,3200.0,3425.0,391
95.1,95.1,3308.0,3300.0,3529.0,3500.0,3400.0,3600.0,392
85.7,14.3,3250.0,3250.0,3250.0,3250.0,2999.0,3500.0,393
83.8,67.6,3347.0,3250.0,3399.0,3300.0,3000.0,3500.0,394
98.5,96.0,3390.0,3000.0,3455.0,3000.0,2900.0,3600.0,395
100.0,100.0,3827.0,3500.0,3943.0,3600.0,3000.0,4583.0,396
92.4,84.6,3727.0,3400.0,3831.0,3500.0,3000.0,4000.0,397
96.1,92.1,4140.0,3550.0,4234.0,3660.0,3250.0,4583.0,398
93.4,84.0,3801.0,3500.0,3906.0,3700.0,3200.0,4300.0,399
97.0,92.5,4315.0,4000.0,4425.0,4107.0,3800.0,4750.0,400
95.7,91.5,3837.0,3500.0,3897.0,3600.0,3200.0,4167.0,401
97.5,95.0,4504.0,4167.0,4603.0,4167.0,3800.0,4750.0,402
91.5,80.4,3199.0,3100.0,3311.0,3145.0,3000.0,3500.0,403
94.9,87.2,3405.0,3300.0,3548.0,3400.0,3000.0,3668.0,404
95.8,93.7,4810.0,4600.0,4915.0,4850.0,4200.0,5800.0,405
96.7,96.7,4950.0,4950.0,5095.0,5300.0,4500.0,5800.0,406
,,,,,,,,407
73.3,53.3,3045.0,3000.0,3052.0,3000.0,2700.0,3016.0,408
85.7,85.7,3312.0,3400.0,3329.0,3400.0,3100.0,3500.0,409
100.0,92.9,3729.0,3680.0,3803.0,4000.0,3500.0,4200.0,410
91.1,58.9,2652.0,2600.0,2652.0,2600.0,2500.0,2700.0,411
97.4,76.3,2467.0,2500.0,2485.0,2515.0,2200.0,2800.0,412
85.9,71.8,3201.0,3100.0,3463.0,3300.0,3080.0,3650.0,413
86.4,79.7,3239.0,3000.0,3440.0,3200.0,2800.0,3700.0,414
95.2,81.0,3812.0,3425.0,3956.0,3840.0,3200.0,4530.0,415
87.0,77.8,3162.0,3000.0,3344.0,3200.0,2900.0,3575.0,416
90.0,90.0,3172.0,3250.0,3239.0,3300.0,3000.0,3500.0,417
86.4,72.7,3172.0,3275.0,3286.0,3430.0,3000.0,3600.0,418
86.7,62.2,2598.0,2600.0,2707.0,2600.0,2420.0,2800.0,419
78.6,67.9,2776.0,2900.0,3149.0,3130.0,2500.0,3700.0,420
90.9,86.4,2978.0,3000.0,3042.0,3000.0,2825.0,3350.0,421
86.2,69.0,2231.0,2250.0,2344.0,2300.0,2000.0,2500.0,422
88.2,88.2,3406.0,3385.0,3628.0,3660.0,3400.0,3930.0,423
100.0,100.0,3297.0,3200.0,3301.0,3200.0,3100.0,3500.0,424
100.0,100.0,3310.0,3300.0,3344.0,3300.0,3240.0,3500.0,425
,,,,,,,,426
81.6,65.3,3042.0,3000.0,3277.0,3200.0,2800.0,3700.0,427
82.2,64.4,3312.0,3225.0,3390.0,3275.0,2900.0,4009.0,428
87.0,70.4,3187.0,3000.0,3273.0,3200.0,3000.0,3365.0,429
88.7,80.3,3406.0,3200.0,3523.0,3300.0,3000.0,3800.0,430
89.8,81.6,3645.0,3600.0,3704.0,3600.0,3400.0,3900.0,431
92.7,85.5,3378.0,3400.0,3600.0,3600.0,3400.0,3750.0,432
92.6,81.5,4096.0,4200.0,4131.0,4200.0,3700.0,4600.0,433
98.0,92.0,2705.0,2700.0,2707.0,2700.0,2600.0,2850.0,434
87.0,79.7,3620.0,3500.0,3690.0,3600.0,3300.0,3750.0,435
91.9,91.9,4197.0,4000.0,4232.0,4000.0,3500.0,4950.0,436
100.0,93.5,3695.0,3600.0,3830.0,3650.0,3550.0,4200.0,437
,,,,,,,,438
97.1,94.5,3121.0,3000.0,3166.0,3000.0,2900.0,3100.0,439
97.2,94.3,3830.0,3500.0,3892.0,3600.0,3013.0,4317.0,440
93.0,80.8,3530.0,3300.0,3643.0,3300.0,3000.0,3800.0,441
100.0,95.0,5036.0,4750.0,5225.0,5000.0,4000.0,5362.0,442
80.0,75.0,3645.0,3492.0,3702.0,3500.0,3250.0,4210.0,443
,,,,,,,,444
78.3,65.2,3326.0,3200.0,3486.0,3419.0,3000.0,3825.0,445
82.3,75.3,3326.0,3200.0,3577.0,3500.0,3200.0,4000.0,446
,,,,,,,,447
98.5,96.9,3373.0,3300.0,3442.0,3400.0,3190.0,3675.0,448
,,,,,,,,449
95.1,87.8,3667.0,3600.0,3743.0,3600.0,3450.0,3925.0,450
92.4,86.7,4078.0,3750.0,4160.0,3850.0,3500.0,4500.0,451
,,,,,,,,452
89.3,85.0,3532.0,3500.0,3657.0,3600.0,3200.0,4000.0,453
71.8,64.1,3538.0,3475.0,3588.0,3635.0,3200.0,3950.0,454
86.9,78.7,3685.0,3677.0,3790.0,3700.0,3350.0,4200.0,455
,,,,,,,,456
92.2,92.2,3279.0,3200.0,3333.0,3320.0,3000.0,3500.0,457
84.9,75.6,3288.0,3200.0,3434.0,3375.0,3200.0,3700.0,458
,,,,,,,,459
82.7,74.9,3422.0,3300.0,3579.0,3450.0,3100.0,4000.0,460
,,,,,,,,461
88.5,54.0,2862.0,2800.0,2909.0,2800.0,2500.0,3200.0,462
84.6,67.7,3119.0,3300.0,3147.0,3300.0,2750.0,3500.0,463
92.6,62.2,3134.0,3000.0,3184.0,3000.0,2775.0,3500.0,464
84.7,75.5,3286.0,3200.0,3379.0,3240.0,3000.0,3720.0,465
77.8,50.8,3042.0,3000.0,3149.0,3000.0,2800.0,3300.0,466
86.0,68.4,3206.0,3100.0,3265.0,3200.0,3000.0,3600.0,467
80.0,60.0,3042.0,3000.0,3117.0,3100.0,2600.0,3500.0,468
,,,,,,,,469
78.9,59.2,3107.0,3107.0,3151.0,3200.0,2890.0,3500.0,470
74.1,66.7,3353.0,3300.0,3479.0,3395.0,3160.0,3750.0,471
77.6,62.1,3263.0,3200.0,3309.0,3228.0,2970.0,3500.0,472
92.0,80.0,2722.0,2928.0,2792.0,2950.0,2500.0,3035.0,473
80.4,62.6,3177.0,3100.0,3255.0,3200.0,3000.0,3500.0,474
70.1,51.1,3035.0,3000.0,3173.0,3100.0,2800.0,3488.0,475
89.7,79.5,3517.0,3400.0,3580.0,3500.0,3100.0,3800.0,476
89.8,83.1,3504.0,3290.0,3625.0,3400.0,3013.0,3775.0,477
81.6,61.8,3367.0,3300.0,3490.0,3300.0,3000.0,3819.0,478
81.1,48.6,3372.0,3285.0,3486.0,3450.0,2800.0,4000.0,479
100.0,100.0,3489.0,3600.0,3589.0,3600.0,3500.0,3800.0,480
100.0,100.0,3610.0,3603.0,3701.0,3701.0,3500.0,3958.0,481
85.8,61.9,3005.0,3000.0,3107.0,3000.0,2700.0,3300.0,482
88.2,66.7,3309.0,3300.0,3391.0,3360.0,3000.0,3600.0,483
88.3,74.7,3365.0,3300.0,3443.0,3300.0,3000.0,3750.0,484
100.0,100.0,4124.0,4050.0,4143.0,4050.0,4000.0,4400.0,485
90.6,81.3,3215.0,3200.0,3367.0,3300.0,3000.0,3700.0,486
87.8,81.3,3550.0,3500.0,3727.0,3600.0,3300.0,4000.0,487
95.5,90.9,3361.0,3300.0,3427.0,3300.0,3135.0,3700.0,488
89.4,86.5,3529.0,3500.0,3641.0,3600.0,3300.0,3900.0,489
76.5,64.7,3783.0,3600.0,3827.0,3675.0,3440.0,4200.0,490
86.3,71.2,3425.0,3100.0,3546.0,3350.0,3000.0,3800.0,491
93.3,89.9,3905.0,3725.0,4035.0,3875.0,3450.0,4200.0,492
94.0,86.0,3269.0,3200.0,3570.0,3388.0,3200.0,3950.0,493
87.3,82.3,3537.0,3400.0,3657.0,3450.0,3100.0,4000.0,494
95.8,92.3,4958.0,5000.0,5121.0,5000.0,4500.0,5600.0,495
,,,,,,,,496
82.1,50.0,3186.0,3075.0,3187.0,3085.0,2800.0,3200.0,497
76.9,54.5,3053.0,3000.0,3214.0,3082.0,2800.0,3400.0,498
85.9,69.3,3340.0,3200.0,3435.0,3300.0,3000.0,3700.0,499
,,,,,,,,500
99.1,94.5,3473.0,3500.0,3616.0,3600.0,3500.0,3800.0,501
94.9,87.3,3770.0,3400.0,4031.0,3500.0,3000.0,4333.0,502
98.2,93.6,4272.0,3725.0,4388.0,3800.0,3450.0,4782.0,503
97.2,94.4,3396.0,3000.0,3473.0,3025.0,3000.0,3600.0,504
100.0,100.0,3689.0,3100.0,3744.0,3125.0,3000.0,4023.0,505
,,,,,,,,506
,,,,,,,,507
93.5,89.4,4510.0,4200.0,4628.0,4285.0,3656.0,5000.0,508
,,,,,,,,509
,,,,,,,,510
94.5,91.8,4061.0,4000.0,4192.0,4000.0,3550.0,4592.0,511
97.6,97.6,4114.0,3810.0,4203.0,4000.0,3500.0,4766.0,512
91.3,86.4,4037.0,4000.0,4079.0,4000.0,3780.0,4300.0,513
93.3,60.0,3034.0,2890.0,3079.0,2920.0,2600.0,3200.0,514
90.8,81.7,3105.0,3000.0,3162.0,3000.0,2900.0,3300.0,515
93.8,88.7,3090.0,3000.0,3168.0,3000.0,2800.0,3300.0,516
100.0,100.0,4367.0,4500.0,4882.0,5000.0,4500.0,5305.0,517
97.4,97.4,3165.0,3200.0,3328.0,3400.0,3200.0,3450.0,518
91.8,89.8,3280.0,3300.0,3462.0,3500.0,3300.0,3650.0,519
73.3,26.7,2298.0,2025.0,2500.0,2225.0,2050.0,2950.0,520
93.5,76.6,3812.0,3500.0,3956.0,3500.0,3075.0,4000.0,521
91.7,75.0,4362.0,4083.0,4362.0,4083.0,3600.0,4875.0,522
89.4,84.7,4010.0,3600.0,4131.0,3900.0,3588.0,4500.0,523
88.7,62.3,3297.0,3200.0,3419.0,3300.0,3000.0,3600.0,524
98.0,96.6,3569.0,3000.0,3646.0,3000.0,2920.0,3600.0,525
97.8,97.8,4037.0,3200.0,4089.0,3200.0,3000.0,4645.0,526
93.3,85.7,3862.0,3475.0,3995.0,3500.0,3050.0,4362.0,527
95.8,92.0,4364.0,3880.0,4504.0,4000.0,3300.0,5000.0,528
91.3,82.6,4013.0,3600.0,4143.0,3700.0,3300.0,4583.0,529
93.2,90.5,4591.0,4000.0,4737.0,4100.0,3600.0,5113.0,530
95.1,91.3,3922.0,3905.0,4014.0,4000.0,3550.0,4500.0,531
96.1,94.1,4211.0,4334.0,4305.0,4334.0,4000.0,4750.0,532
91.3,78.0,3344.0,3250.0,3493.0,3300.0,3000.0,3750.0,533
87.9,81.8,3810.0,3600.0,3938.0,3630.0,3300.0,4000.0,534
97.6,94.0,4778.0,4500.0,4941.0,5000.0,4000.0,5840.0,535
97.9,97.9,5163.0,5450.0,5287.0,5600.0,4200.0,6000.0,536
96.2,92.3,3040.0,3000.0,3067.0,3000.0,2800.0,3200.0,537
88.5,69.2,2859.0,2825.0,2876.0,2875.0,2700.0,3000.0,538
100.0,100.0,3232.0,3250.0,3291.0,3250.0,2900.0,3600.0,539
96.9,90.6,3898.0,3800.0,3904.0,3800.0,3558.0,4140.0,540
90.7,68.5,2819.0,2600.0,2949.0,2700.0,2500.0,3200.0,541
92.3,87.2,2818.0,2700.0,2841.0,2700.0,2500.0,3000.0,542
77.3,62.1,3061.0,3100.0,3290.0,3255.0,2975.0,3600.0,543
94.4,88.9,3191.0,3200.0,3269.0,3200.0,3000.0,3450.0,544
96.2,88.5,3461.0,3300.0,3541.0,3500.0,3000.0,4000.0,545
90.5,85.7,3063.0,3000.0,3145.0,3000.0,2800.0,3350.0,546
95.5,95.5,3451.0,3300.0,3537.0,3300.0,3200.0,3500.0,547
100.0,86.7,3792.0,3300.0,3866.0,3300.0,3300.0,3950.0,548
97.7,79.1,2784.0,2600.0,2980.0,2700.0,2475.0,3200.0,549
84.5,74.1,3061.0,3000.0,3301.0,3200.0,3000.0,3375.0,550
82.8,82.8,3504.0,3175.0,3591.0,3400.0,3000.0,4000.0,551
87.9,54.5,2357.0,2300.0,2598.0,2300.0,2200.0,3259.0,552
,,,,,,,,553
100.0,97.1,3217.0,3250.0,3258.0,3300.0,3020.0,3450.0,554
100.0,96.8,3483.0,3350.0,3489.0,3400.0,3300.0,3500.0,555
,,,,,,,,556
81.3,65.6,3367.0,3100.0,3481.0,3200.0,2950.0,3700.0,557
80.0,52.5,3207.0,3125.0,3280.0,3125.0,2625.0,3650.0,558
96.6,87.9,3608.0,3100.0,3670.0,3200.0,3000.0,3700.0,559
94.6,86.5,3412.0,3050.0,3595.0,3400.0,3000.0,4000.0,560
95.8,85.9,3633.0,3600.0,3724.0,3600.0,3300.0,4200.0,561
98.2,96.5,3507.0,3400.0,3741.0,3650.0,3600.0,3900.0,562
86.4,69.5,3759.0,3800.0,3825.0,3800.0,3050.0,4160.0,563
96.4,92.9,2883.0,2900.0,2890.0,2900.0,2800.0,3000.0,564
94.1,92.1,3073.0,3050.0,3113.0,3088.0,2975.0,3250.0,565
94.7,84.2,2713.0,2700.0,2829.0,2800.0,2500.0,3100.0,566
89.9,87.3,3594.0,3600.0,3638.0,3600.0,3450.0,3800.0,567
100.0,100.0,4146.0,4000.0,4175.0,4023.0,3600.0,4900.0,568
91.7,85.4,3856.0,3800.0,3956.0,3850.0,3600.0,4210.0,569
,,,,,,,,570
94.6,92.2,3214.0,3000.0,3245.0,3000.0,3000.0,3200.0,571
99.2,97.7,4391.0,4000.0,4456.0,4000.0,3600.0,4633.0,572
92.6,84.3,3646.0,3500.0,3776.0,3500.0,3200.0,4000.0,573
100.0,100.0,4536.0,4450.0,4572.0,4575.0,4200.0,4900.0,574
95.3,88.4,3710.0,3625.0,3873.0,3800.0,3365.0,4280.0,575
,,,,,,,,576
77.5,66.2,3457.0,3500.0,3660.0,3500.0,3200.0,4000.0,577
,,,,,,,,578
91.6,86.0,3461.0,3500.0,3782.0,3600.0,3300.0,4200.0,579
,,,,,,,,580
96.5,96.5,3521.0,3400.0,3597.0,3500.0,3200.0,3816.0,581
95.8,95.8,3749.0,3700.0,3865.0,3775.0,3400.0,4200.0,582
,,,,,,,,583
94.4,93.0,3970.0,3800.0,4062.0,4000.0,3500.0,4500.0,584
92.7,91.0,3625.0,3500.0,3772.0,3600.0,3323.0,4000.0,585
92.1,81.6,3388.0,3360.0,3485.0,3400.0,3000.0,3500.0,586
,,,,,,,,587
93.2,89.0,3724.0,3725.0,3800.0,3750.0,3500.0,4140.0,588
93.3,90.0,3351.0,3300.0,3409.0,3350.0,3000.0,3640.0,589
86.5,81.9,3457.0,3400.0,3650.0,3500.0,3200.0,4000.0,590
85.6,81.1,3448.0,3500.0,3653.0,3500.0,3200.0,4000.0,591
85.7,53.8,2930.0,2800.0,2986.0,3000.0,2600.0,3300.0,592
86.4,76.3,3149.0,3150.0,3260.0,3500.0,3000.0,3518.0,593
95.0,84.2,3085.0,3000.0,3166.0,3000.0,2750.0,3500.0,594
90.1,84.0,3604.0,3500.0,3755.0,3536.0,3200.0,3959.0,595
81.6,59.2,3051.0,3000.0,3124.0,3000.0,2600.0,3500.0,596
74.4,56.4,3593.0,3500.0,3719.0,3500.0,3260.0,4150.0,597
79.2,45.8,3074.0,3200.0,3091.0,3200.0,2900.0,3500.0,598
80.0,76.0,3031.0,3000.0,3126.0,3000.0,2550.0,3500.0,599
90.1,78.0,3316.0,3300.0,3355.0,3370.0,3000.0,3684.0,600
80.6,71.0,3501.0,3350.0,3619.0,3350.0,3050.0,4018.0,601
80.2,60.4,3275.0,3175.0,3374.0,3220.0,3000.0,3841.0,602
80.1,67.0,3232.0,3200.0,3319.0,3250.0,3035.0,3650.0,603
,,,,,,,,604
90.9,81.8,2941.0,3000.0,2953.0,3000.0,2700.0,3100.0,605
77.6,63.9,3205.0,3167.0,3427.0,3200.0,3000.0,3725.0,606
76.2,57.1,3347.0,3440.0,3389.0,3440.0,3150.0,3900.0,607
87.1,75.9,3661.0,3600.0,3744.0,3650.0,3360.0,4000.0,608
96.3,83.3,3481.0,3500.0,3569.0,3600.0,3200.0,4000.0,609
80.2,74.1,3468.0,3300.0,3576.0,3400.0,3025.0,3800.0,610
100.0,99.2,3618.0,3750.0,3751.0,3800.0,3600.0,3806.0,611
100.0,100.0,3600.0,3800.0,3738.0,3800.0,3600.0,4000.0,612
87.0,61.1,3172.0,3200.0,3382.0,3300.0,3000.0,3600.0,613
,,,,,,,,614
83.7,56.6,3169.0,3070.0,3322.0,3200.0,2800.0,3600.0,615
87.5,60.8,3290.0,3300.0,3377.0,3300.0,3000.0,3600.0,616
98.7,97.5,2858.0,2850.0,2879.0,3000.0,2700.0,3000.0,617
88.2,74.5,3459.0,3400.0,3526.0,3400.0,3200.0,3800.0,618
100.0,100.0,4148.0,4050.0,4228.0,4050.0,4000.0,4450.0,619
79.4,69.8,3357.0,3300.0,3444.0,3389.0,3280.0,3650.0,620
89.9,84.1,3768.0,3700.0,4050.0,4000.0,3500.0,4300.0,621
91.8,89.8,3520.0,3500.0,3627.0,3500.0,3300.0,3900.0,622
91.0,83.4,3712.0,3600.0,3982.0,3700.0,3400.0,4546.0,623
,,,,,,,,624
88.9,74.6,3411.0,3300.0,3518.0,3400.0,3000.0,3868.0,625
91.5,87.8,3889.0,3800.0,4051.0,3895.0,3600.0,4500.0,626
88.6,86.4,3550.0,3600.0,3794.0,3600.0,3500.0,4305.0,627
92.8,86.9,3684.0,3500.0,3877.0,3700.0,3300.0,4100.0,628
97.3,92.6,5070.0,5000.0,5263.0,5500.0,4500.0,5840.0,629
81.6,47.2,3146.0,3000.0,3289.0,3100.0,2900.0,3850.0,630
87.3,72.8,3371.0,3300.0,3460.0,3400.0,3000.0,3725.0,631
,,,,,,,,632
96.6,93.2,3549.0,3500.0,3723.0,3650.0,3500.0,3900.0,633
95.7,84.8,3633.0,3150.0,3732.0,3225.0,3000.0,3750.0,634
96.6,90.9,4286.0,3800.0,4424.0,3895.0,3300.0,4748.0,635
95.2,95.2,3209.0,3000.0,3522.0,3020.0,2700.0,3500.0,636
97.6,95.3,3643.0,3100.0,3683.0,3200.0,3000.0,4000.0,637
,,,,,,,,638
,,,,,,,,639
96.9,91.8,4577.0,4280.0,4658.0,4320.0,3900.0,5000.0,640
,,,,,,,,641
,,,,,,,,642
98.4,95.3,4338.0,4375.0,4472.0,4458.0,4000.0,5000.0,643
93.5,93.5,4432.0,4400.0,4499.0,4500.0,4000.0,5000.0,644
,,,,,,,,645
87.0,69.6,3309.0,3200.0,3371.0,3250.0,3000.0,3800.0,646
89.0,84.6,3189.0,3040.0,3237.0,3060.0,3000.0,3300.0,647
91.7,85.1,3295.0,3300.0,3372.0,3300.0,3000.0,3600.0,648
,,,,,,,,649
94.6,94.6,3230.0,3250.0,3469.0,3450.0,3300.0,3500.0,650
98.0,98.0,3306.0,3350.0,3546.0,3550.0,3400.0,3750.0,651
81.0,23.8,2000.0,1750.0,2100.0,1800.0,1500.0,2700.0,652
90.5,81.1,4283.0,3600.0,4381.0,3630.0,3275.0,4642.0,653
89.5,78.9,5017.0,4800.0,5136.0,4800.0,3600.0,6435.0,654
88.6,84.3,4105.0,3800.0,4188.0,3975.0,3500.0,4900.0,655
84.2,55.3,3371.0,3414.0,3385.0,3414.0,3000.0,3600.0,656
86.7,86.7,3277.0,3300.0,3324.0,3300.0,3196.0,3500.0,657
91.2,52.9,2854.0,2800.0,2861.0,2800.0,2600.0,3000.0,658
94.7,89.5,3570.0,3600.0,3576.0,3600.0,3300.0,4000.0,659
96.8,96.8,4031.0,4000.0,4088.0,4016.0,3830.0,4200.0,660
84.6,76.9,3193.0,3100.0,3451.0,3300.0,3000.0,3600.0,661
90.5,65.7,4242.0,3800.0,4370.0,3890.0,3475.0,5000.0,662
94.5,81.8,3382.0,3300.0,3438.0,3343.0,3050.0,3500.0,663
97.1,94.3,3374.0,3250.0,3439.0,3250.0,3000.0,3600.0,664
93.5,82.3,3343.0,3200.0,3484.0,3253.0,3100.0,3600.0,665
100.0,100.0,3368.0,3300.0,3479.0,3400.0,3300.0,3800.0,666
92.3,84.6,3245.0,3100.0,3545.0,3510.0,3100.0,3850.0,667
90.4,69.2,2837.0,2800.0,2895.0,2900.0,2625.0,3200.0,668
96.3,91.5,3188.0,3050.0,3216.0,3075.0,3000.0,3250.0,669
100.0,100.0,4111.0,4000.0,4116.0,4045.0,4000.0,4400.0,670
95.7,95.7,3838.0,4000.0,3914.0,4000.0,3600.0,4300.0,671
98.3,96.6,3618.0,3456.0,3688.0,3550.0,3400.0,3800.0,672
92.1,81.6,2898.0,2800.0,2991.0,2825.0,2600.0,3175.0,673
95.3,90.7,3260.0,3350.0,3536.0,3500.0,3350.0,3800.0,674
95.8,87.5,3476.0,3300.0,3571.0,3350.0,3300.0,3800.0,675
96.6,96.6,3409.0,3450.0,3431.0,3460.0,3300.0,3610.0,676
100.0,100.0,3258.0,3300.0,3276.0,3300.0,3000.0,3600.0,677
,,,,,,,,678
83.7,75.5,3048.0,3000.0,3298.0,3200.0,3000.0,3550.0,679
83.3,69.4,3506.0,3500.0,3609.0,3500.0,3300.0,4000.0,680
86.5,64.9,2643.0,2530.0,2929.0,2663.0,2415.0,3300.0,681
84.9,54.7,2818.0,2850.0,3055.0,2950.0,2550.0,3000.0,682
92.3,76.9,2710.0,2700.0,2796.0,2775.0,2500.0,3000.0,683
78.0,70.7,3440.0,3200.0,3454.0,3200.0,3000.0,3500.0,684
82.4,61.8,3412.0,3300.0,3451.0,3380.0,3025.0,3875.0,685
94.3,90.6,3587.0,3400.0,3718.0,3500.0,3100.0,4000.0,686
93.7,87.3,3633.0,3500.0,3812.0,3600.0,3275.0,4298.0,687
94.7,89.3,3926.0,3929.0,3996.0,4000.0,3500.0,4225.0,688
91.9,74.2,3645.0,3500.0,3726.0,3729.0,3260.0,4100.0,689
100.0,98.2,2897.0,2925.0,2911.0,2925.0,2800.0,3100.0,690
96.4,92.3,3576.0,3000.0,3607.0,3000.0,3000.0,3650.0,691
96.3,95.1,4396.0,3450.0,4439.0,3550.0,3013.0,4773.0,692
91.6,86.5,4017.0,3600.0,4133.0,3700.0,3250.0,4500.0,693
97.4,95.6,4433.0,4000.0,4544.0,4000.0,3500.0,4800.0,694
91.1,85.6,4017.0,3500.0,4140.0,3700.0,3200.0,4600.0,695
93.4,89.5,4599.0,4000.0,4721.0,4000.0,3500.0,5200.0,696
93.6,89.5,4058.0,4000.0,4160.0,4000.0,3600.0,4600.0,697
100.0,97.2,4584.0,4650.0,4659.0,4685.0,4200.0,5000.0,698
85.6,74.4,3336.0,3200.0,3409.0,3210.0,3000.0,3710.0,699
84.2,78.9,3818.0,3550.0,3880.0,3600.0,3200.0,4100.0,700
92.7,90.8,4704.0,4500.0,4856.0,4500.0,4050.0,5600.0,701
94.4,92.6,4986.0,4750.0,5256.0,5513.0,4500.0,6000.0,702
88.0,84.0,3364.0,3400.0,3393.0,3400.0,3200.0,3500.0,703
94.0,84.0,2925.0,3000.0,3023.0,3000.0,2650.0,3245.0,704
94.7,86.3,3773.0,3700.0,3826.0,3700.0,3500.0,4000.0,705
97.3,93.3,4448.0,4300.0,4544.0,4400.0,4000.0,5000.0,706
90.0,90.0,3798.0,3800.0,3893.0,3800.0,3600.0,4000.0,707
95.1,88.5,3848.0,3900.0,3945.0,4000.0,3600.0,4215.0,708
97.5,94.0,3220.0,3000.0,3254.0,3000.0,3000.0,3200.0,709
97.9,95.2,4284.0,4000.0,4359.0,4000.0,3200.0,4600.0,710
93.8,83.1,3707.0,3500.0,3797.0,3600.0,3200.0,4000.0,711
94.4,83.3,4479.0,4833.0,4562.0,4833.0,3600.0,5000.0,712
87.5,80.7,3816.0,3700.0,3939.0,3800.0,3500.0,4600.0,713
,,,,,,,,714
81.3,64.1,3445.0,3400.0,3548.0,3500.0,3200.0,3700.0,715
,,,,,,,,716
88.6,78.1,3681.0,3600.0,3921.0,3800.0,3500.0,4300.0,717
,,,,,,,,718
94.9,90.6,3525.0,3400.0,3582.0,3500.0,3300.0,3900.0,719
,,,,,,,,720
94.6,94.6,3994.0,4000.0,4074.0,4000.0,3600.0,4500.0,721
97.4,95.9,4270.0,4050.0,4309.0,4200.0,3800.0,4900.0,722
92.6,87.1,3769.0,3700.0,3884.0,3700.0,3500.0,4000.0,723
83.9,77.4,3574.0,3500.0,3596.0,3510.0,3400.0,3800.0,724
,,,,,,,,725
90.7,85.3,3934.0,3970.0,4006.0,4000.0,3600.0,4350.0,726
98.3,93.2,3512.0,3400.0,3669.0,3500.0,3300.0,3700.0,727
82.0,76.0,3601.0,3500.0,3817.0,3600.0,3300.0,4175.0,728
,,,,,,,,729
84.5,82.1,3608.0,3500.0,3728.0,3600.0,3380.0,4005.0,730
,,,,,,,,731
83.6,50.9,3031.0,3000.0,3068.0,3000.0,2800.0,3500.0,732
90.1,79.0,3158.0,3150.0,3260.0,3210.0,2980.0,3500.0,733
90.4,69.4,3220.0,3200.0,3264.0,3200.0,2800.0,3500.0,734
88.2,79.8,3385.0,3300.0,3453.0,3400.0,3050.0,3600.0,735
83.8,64.9,2987.0,3000.0,2997.0,3000.0,2565.0,3500.0,736
73.0,56.8,3449.0,3500.0,3498.0,3500.0,3200.0,3800.0,737
81.7,65.0,3265.0,3160.0,3365.0,3200.0,3000.0,3740.0,738
82.6,69.6,3288.0,3300.0,3369.0,3500.0,3300.0,3584.0,739
89.2,73.1,3463.0,3350.0,3506.0,3400.0,3100.0,3800.0,740
